,Date,Close,Volume,Symbol
0,2020-07-01,2878.699951171875,6363400,AMZN
1,2020-07-02,2890.300048828125,6593400,AMZN
2,2020-07-06,3057.0400390625,6880600,AMZN
3,2020-07-07,3000.1201171875,5257500,AMZN
4,2020-07-08,3081.110107421875,5037600,AMZN
5,2020-07-09,3182.6298828125,6388700,AMZN
6,2020-07-10,3200.0,5486000,AMZN
7,2020-07-13,3104.0,7720400,AMZN
8,2020-07-14,3084.0,7231900,AMZN
9,2020-07-15,3008.8701171875,5788900,AMZN
10,2020-07-16,2999.89990234375,6394200,AMZN
11,2020-07-17,2961.969970703125,4761300,AMZN
12,2020-07-20,3196.840087890625,7598200,AMZN
13,2020-07-21,3138.2900390625,6135000,AMZN
14,2020-07-22,3099.909912109375,4104200,AMZN
15,2020-07-23,2986.550048828125,5656900,AMZN
16,2020-07-24,3008.909912109375,5632400,AMZN
17,2020-07-27,3055.2099609375,4170500,AMZN
18,2020-07-28,3000.330078125,3126700,AMZN
19,2020-07-29,3033.530029296875,2974100,AMZN
20,2020-07-30,3051.8798828125,6128300,AMZN
21,2020-07-31,3164.679931640625,8085500,AMZN
22,2020-08-03,3111.889892578125,5074700,AMZN
23,2020-08-04,3138.830078125,4694300,AMZN
24,2020-08-05,3205.030029296875,3930000,AMZN
25,2020-08-06,3225.0,3940600,AMZN
26,2020-08-07,3167.4599609375,3936100,AMZN
27,2020-08-10,3148.159912109375,3167300,AMZN
28,2020-08-11,3080.669921875,3718100,AMZN
29,2020-08-12,3162.239990234375,3527200,AMZN
30,2020-08-13,3161.02001953125,3149000,AMZN
31,2020-08-14,3148.02001953125,2751700,AMZN
32,2020-08-17,3182.409912109375,2691200,AMZN
33,2020-08-18,3312.489990234375,5346000,AMZN
34,2020-08-19,3260.47998046875,4185100,AMZN
35,2020-08-20,3297.3701171875,3332500,AMZN
36,2020-08-21,3284.719970703125,3575900,AMZN
37,2020-08-24,3307.4599609375,4666300,AMZN
38,2020-08-25,3346.489990234375,3992800,AMZN
39,2020-08-26,3441.85009765625,6508700,AMZN
40,2020-08-27,3400.0,4264800,AMZN
41,2020-08-28,3401.800048828125,2897000,AMZN
42,2020-08-31,3450.9599609375,4185900,AMZN
43,2020-09-01,3499.1201171875,3476400,AMZN
44,2020-09-02,3531.449951171875,3931500,AMZN
45,2020-09-03,3368.0,8161100,AMZN
46,2020-09-04,3294.6201171875,8781800,AMZN
47,2020-09-08,3149.840087890625,6094200,AMZN
48,2020-09-09,3268.610107421875,5188700,AMZN
49,2020-09-10,3175.110107421875,5330700,AMZN
50,2020-09-11,3116.219970703125,5094000,AMZN
51,2020-09-14,3102.969970703125,4529600,AMZN
52,2020-09-15,3156.1298828125,4021500,AMZN
53,2020-09-16,3078.10009765625,4512200,AMZN
54,2020-09-17,3008.72998046875,6449100,AMZN
55,2020-09-18,2954.909912109375,8892600,AMZN
56,2020-09-21,2960.469970703125,6117900,AMZN
57,2020-09-22,3128.989990234375,6948800,AMZN
58,2020-09-23,2999.860107421875,5652700,AMZN
59,2020-09-24,3019.7900390625,5529400,AMZN
60,2020-09-25,3095.1298828125,4615200,AMZN
61,2020-09-28,3174.050048828125,4224200,AMZN
62,2020-09-29,3144.8798828125,3495800,AMZN
63,2020-09-30,3148.72998046875,4896100,AMZN
64,2020-10-01,3221.260009765625,4971900,AMZN
65,2020-10-02,3125.0,5613100,AMZN
66,2020-10-05,3199.199951171875,3775300,AMZN
67,2020-10-06,3099.9599609375,5086900,AMZN
68,2020-10-07,3195.68994140625,4309400,AMZN
69,2020-10-08,3190.550048828125,3174100,AMZN
70,2020-10-09,3286.64990234375,4907900,AMZN
71,2020-10-12,3442.929931640625,8364200,AMZN
72,2020-10-13,3443.6298828125,5744700,AMZN
73,2020-10-14,3363.7099609375,5828900,AMZN
74,2020-10-15,3338.64990234375,5223400,AMZN
75,2020-10-16,3272.7099609375,6474400,AMZN
76,2020-10-19,3207.2099609375,5223600,AMZN
77,2020-10-20,3217.010009765625,4509700,AMZN
78,2020-10-21,3184.93994140625,4592700,AMZN
79,2020-10-22,3176.39990234375,4212000,AMZN
80,2020-10-23,3204.39990234375,3466700,AMZN
81,2020-10-26,3207.0400390625,5901200,AMZN
82,2020-10-27,3286.330078125,4291000,AMZN
83,2020-10-28,3162.780029296875,5588300,AMZN
84,2020-10-29,3211.010009765625,6596500,AMZN
85,2020-10-30,3036.14990234375,8386400,AMZN
86,2020-11-02,3004.47998046875,7257400,AMZN
87,2020-11-03,3048.409912109375,4897900,AMZN
88,2020-11-04,3241.159912109375,6839000,AMZN
89,2020-11-05,3322.0,5789300,AMZN
90,2020-11-06,3311.3701171875,4647300,AMZN
91,2020-11-09,3143.739990234375,7190400,AMZN
92,2020-11-10,3035.02001953125,6591000,AMZN
93,2020-11-11,3137.389892578125,4366900,AMZN
94,2020-11-12,3110.280029296875,4362000,AMZN
95,2020-11-13,3128.81005859375,3756200,AMZN
96,2020-11-16,3131.06005859375,3808700,AMZN
97,2020-11-17,3135.659912109375,3444700,AMZN
98,2020-11-18,3105.4599609375,2916800,AMZN
99,2020-11-19,3117.02001953125,3010300,AMZN
100,2020-11-20,3099.39990234375,3374400,AMZN
101,2020-11-23,3098.389892578125,4708900,AMZN
102,2020-11-24,3118.06005859375,3602100,AMZN
103,2020-11-25,3185.070068359375,3790400,AMZN
104,2020-11-27,3195.340087890625,2392900,AMZN
105,2020-11-30,3168.0400390625,4063900,AMZN
106,2020-12-01,3220.080078125,4544400,AMZN
107,2020-12-02,3203.530029296875,3129300,AMZN
108,2020-12-03,3186.72998046875,2892000,AMZN
109,2020-12-04,3162.580078125,2913600,AMZN
110,2020-12-07,3158.0,2751300,AMZN
111,2020-12-08,3177.2900390625,3286300,AMZN
112,2020-12-09,3104.199951171875,4100800,AMZN
113,2020-12-10,3101.489990234375,3030200,AMZN
114,2020-12-11,3116.419921875,3064700,AMZN
115,2020-12-14,3156.969970703125,4155800,AMZN
116,2020-12-15,3165.1201171875,3323700,AMZN
117,2020-12-16,3240.9599609375,4427600,AMZN
118,2020-12-17,3236.080078125,3474300,AMZN
119,2020-12-18,3201.64990234375,5995700,AMZN
120,2020-12-21,3206.179931640625,3836800,AMZN
121,2020-12-22,3206.52001953125,2369400,AMZN
122,2020-12-23,3185.27001953125,2093800,AMZN
123,2020-12-24,3172.68994140625,1451900,AMZN
124,2020-12-28,3283.9599609375,5686800,AMZN
125,2020-12-29,3322.0,4872900,AMZN
126,2020-12-30,3285.85009765625,3209300,AMZN
127,2020-12-31,3256.929931640625,2954100,AMZN
128,2021-01-04,3186.6298828125,4411400,AMZN
129,2021-01-05,3218.510009765625,2655500,AMZN
130,2021-01-06,3138.3798828125,4394800,AMZN
131,2021-01-07,3162.159912109375,3514500,AMZN
132,2021-01-08,3182.699951171875,3534300,AMZN
133,2021-01-11,3114.2099609375,3683400,AMZN
134,2021-01-12,3120.830078125,3514600,AMZN
135,2021-01-13,3165.889892578125,3321200,AMZN
136,2021-01-14,3127.469970703125,3070900,AMZN
137,2021-01-15,3104.25,4214200,AMZN
138,2021-01-19,3120.760009765625,3305100,AMZN
139,2021-01-20,3263.3798828125,5309800,AMZN
140,2021-01-21,3306.989990234375,4945100,AMZN
141,2021-01-22,3292.22998046875,2816300,AMZN
142,2021-01-25,3294.0,3749800,AMZN
143,2021-01-26,3326.1298828125,2955200,AMZN
144,2021-01-27,3232.580078125,4660200,AMZN
145,2021-01-28,3237.6201171875,3149200,AMZN
146,2021-01-29,3206.199951171875,4285600,AMZN
